,Flour (g),Sugar (g),Baking Powder (g),Salt (g),Milk (g),Butter (g),Egg (g),Vanilla Extract (g),Satisfaction Score
24,947.2121407774038,476.20034342099274,19.634005657764604,3.8088111559972284,473.73379386147855,58.07983927779888,122.95358213496068,13.82757692488175,0.7506024376031442
25,945.340465588395,473.10772846806316,23.018489481958923,3.4553026639645648,473.4293605281508,62.174618368467094,120.37569492354254,14.9106327348549,0.877826149699562
26,947.154570402097,473.2078888591756,20.886987036529554,4.350389677458255,473.02130706706043,60.66276439011536,121.89261610032665,13.165412484523493,0.7926434046673764
27,946.1047903794193,475.0156087457726,23.65302550091294,2.616161584647828,472.0383271803747,61.137638338196915,118.74174656016817,13.00255880583934,0.9138254313006648
28,946.3766153188874,475.3722251282747,21.430630117433154,6.445828075392464,472.64058342990415,60.498944527306385,121.46153424874093,12.753098575526229,0.76760990957557
29,945.2420182767002,472.53594786305104,21.79902302880151,3.5984541572076756,468.9298048896634,62.46770754457955,117.56393998765805,13.259241727459097,0.8027692451966549
30,943.7180321707505,471.46859946715995,18.079145587579063,6.9173337748619135,470.36182647922334,58.13105552823832,120.17102674513012,14.64031968792942,0.5059129554017264
31,945.4203564517452,472.1305990853729,26.766845222107516,4.56446342189106,473.5838032111133,65.5157077132579,119.85256487221676,16.480149678326928,0.7732440494074111
32,948.7832220798356,470.8762806555232,27.420099180502742,1.2169376095509272,472.14013935432206,66.65177967668683,118.82469943959237,14.441871455933224,0.7679742204034543
33,947.8532775888596,473.2330580254503,18.527120945551918,7.301023091485753,471.58222937140835,61.69888144623477,121.62616821747825,14.802709153247717,0.6503123242819268
34,949.2656588757936,475.3962503737605,23.002298537479646,3.568043583767416,470.5462595185743,62.37555255605958,120.44965252617776,13.956674550346001,0.9052273555163903
35,944.0499054724592,473.8904000762491,23.03337804993562,0.7699954182024293,473.46289671526273,59.658648946153285,119.83993474335708,12.553990606197825,0.8843272365920429
36,948.81411029076,474.25015909463343,27.99337448510297,4.330950630552007,472.75203872431814,70.41486434748377,119.34269906233601,15.476986862861057,0.6016961540955051
37,948.8303882059131,476.2117031998245,21.525614808259373,0.04119004060619469,467.02839633955,64.25097065159062,116.34166705001657,11.162143685020611,0.8609081658839444
38,942.8190425408403,472.52421454024744,21.117155150457513,8.519520321816243,472.87068082312436,55.95972767651649,122.1954161991011,14.520000713360362,0.4043004898510738
39,946.9330685593103,473.1998381619018,25.037051896984,3.3131909710433565,470.6138057198719,65.62876713484759,118.49177580166192,14.90558908315231,0.8435698752445049
40,948.0892211867257,471.2009544256348,25.383082603937027,1.4493250414817755,470.98339381806085,67.47447946064753,118.3057053166786,15.526110666235382,0.7727726770783985
41,947.7929849154348,470.45095208240605,25.65436188676875,1.5706811626252357,473.50602500618766,66.96013197207407,119.70241869324452,15.704618952718533,0.7781746110273017
42,944.6143130406491,470.9875322465686,18.666166131034572,5.705626371204142,471.54498380202926,62.49544488361319,120.06919239114688,14.957125866462388,0.6781442115088626
43,947.7179731124239,474.85766699010645,25.776770764376785,3.378686366637585,471.77647044665673,63.037965339942666,120.16458687693107,12.219021927220414,0.8934959291521956
44,947.911505805315,471.00209432124814,18.802557213232227,2.8247061822455803,467.6005326974229,64.12042517187054,117.54496263050353,13.099758747981406,0.6975426554627426
45,945.2491211287058,477.20049185181915,26.79147956101434,2.808405470242982,476.5896834988638,62.02259691074278,120.10853432049457,12.492085409279412,0.9152603233709815
46,944.1350439842004,471.59794305664497,25.883955967597267,5.94124836910403,476.87328257015776,63.318811966957085,122.00533379771288,17.114146193173497,0.7080278602266223
47,945.6296721452198,470.8983120075534,25.983154720102338,8.998071606256431,471.5898836076813,69.60325566337784,119.2327824285097,15.95990555606388,0.39778960778483113
48,947.0785241928526,473.56529994907197,26.069644003054194,3.7982518492179658,474.21669948249854,63.60205964286726,121.15880252076524,17.02573758678048,0.8581724805772067
49,945.3494828666614,471.6378750690851,26.03951818900645,0.6986842718525974,476.66838012080774,65.60485455640726,120.8828876506689,16.0784976690107,0.8369247387014077
50,945.3064424579172,473.547968770691,31.731753744815514,0.8266585121473748,474.8795660286486,67.17643332742915,118.49048986459239,14.781303554822571,0.6939663957968933
51,944.563088759994,474.82203011448274,21.40186861746468,0.36476561286121933,474.7848451179191,60.013722689017534,120.9433711912401,13.307776766387715,0.910448711124849
52,945.8513554710968,476.37316173741397,29.150013488236574,5.5785057303294,474.89609554885305,65.46659545165517,117.31910716815626,12.620766708852901,0.7446846216275591
53,944.9178633802519,470.5888954894154,21.46205311300257,2.1515412095831152,470.2458326611617,62.085671867044404,116.66393170635503,10.295064445705718,0.7356062433446995
54,945.6118842498275,472.6412868292603,23.6383788738384,7.848237021724211,472.0737646560854,65.7961041194966,120.1058662788395,13.219132361574795,0.6661546933010652
55,948.1207196363947,473.07037685640637,20.90534883875607,8.720676480764524,474.63558772720853,64.18670652187963,123.49702794851447,15.273920670998352,0.6050843902102319
56,946.8968345769817,477.2244161679821,20.49198604615831,6.512366936714777,476.5310433697169,58.067216041166226,125.1416643731727,14.448068588991552,0.6229314019542237
57,946.833744847096,471.56023015265725,30.37025082053971,0.06823644259024286,474.08856281660036,66.43054680740148,118.4923913780389,17.439105789109163,0.7266993714947194
58,945.9617919805821,474.5285528787352,25.902781608404535,5.947730662529102,473.9760622435311,62.97274803174585,121.26104764247104,17.097481936913223,0.8093679241299514
59,942.4500456720833,474.93299385582355,23.489278029414404,2.8094590963831703,475.23331719197523,59.3794469805026,120.37283012366613,14.341890089479278,0.8627125071406243
60,943.8371571371814,469.93472431226735,23.580928554984116,1.5195994826832324,470.94642215922414,58.11266212299623,117.6826825494495,13.28880918668766,0.6951503928761018
61,948.9649009900015,472.85881218790024,23.150852724894158,7.388972902080897,472.18368574663737,63.83209801746942,121.95277001054521,15.957234008967514,0.7137187508079518
62,946.159406704057,474.1794777331883,19.898038790424337,1.6080135622212157,470.60545302221504,62.846345449047035,118.58949104059107,12.826977808727603,0.8842584960857229
63,947.3377548801446,476.5177778400061,30.487604129924726,0.4122501733556807,474.79635002544074,70.36126907162064,118.42828325537329,16.75787285212405,0.6499238333893632
64,945.4656990932101,467.8188932179394,23.23712214505794,4.241050981949932,471.7669060242832,62.13352110583396,119.6858731170483,16.126865076624306,0.693145778213894
65,946.1383960255606,474.226256663242,23.904754971935834,3.216146564364877,477.82881372204037,58.421122929305554,122.44521487917078,11.868507344145138,0.7447083416415929
66,944.4347622142398,475.37734810667547,28.57623436302454,3.2104577241371324,474.0595501323295,64.25259294858182,118.70469613130358,15.394290117099477,0.8641036877707027
67,944.9352078843852,470.8636370983693,24.65373023269558,0.45956865160137994,475.21873795364303,58.85056696335446,121.14246115562686,14.728085559736776,0.7868666753517549
68,944.9454790531811,470.6995328727216,22.476885188560285,6.801181002205038,471.3118025381768,62.94881220031157,119.50021935023125,16.164531319724848,0.6906259983764832
69,946.0589343495978,471.5800664254034,26.83419029469807,3.092899702840093,471.27472616310746,65.25769341497961,116.8503771719298,15.468210138877001,0.7764350147130511
70,945.964929747083,475.5545595581992,20.70884711171784,6.035772091347447,472.03210440071314,58.85973945783253,121.6656724175876,14.175715778208657,0.736768809433295
71,945.2428590278038,471.5845338987544,19.652933086301527,0.6715074511999024,471.5436099180243,60.23141706079409,118.80557865999238,11.905444223744716,0.7876663344588603
72,948.8417233029298,474.9633799414613,25.038741169864377,1.344610961312925,472.7227728295339,66.55804284860837,119.92726535143406,14.156540863528843,0.910078067081507
73,944.583391211431,477.38811847276446,25.74039291298944,3.7582642064555327,477.3935518305188,60.7702673536796,122.48347748590604,16.31035307160402,0.8753340294504245
74,944.7878623986164,470.6606767346297,33.096338326195735,3.1983335078359447,471.9951889473834,67.29630987697547,116.92556470189979,17.036736635706504,0.48380355814498927
75,945.8911793593766,474.2233407532549,24.116680393190855,2.1813642934902484,475.05030728398856,58.166854430102504,120.63595181022329,13.588069256175277,0.8195128652402375
76,944.5730521859241,472.52088294319134,29.851527637579554,4.795380715398194,470.7762979665518,65.05991530104899,117.20373560770561,15.726542740395432,0.6813554754916712
77,940.6782810095949,472.2286750795052,24.104216812789698,0.8858989158572972,477.2095265686303,59.03416832498617,119.88311843879869,18.09778090491378,0.7767612252452449
78,946.9979636031097,471.05728944278434,26.82528750831963,1.9929150682809853,472.3346413660136,68.19044032968498,118.18208424964223,16.73930487596108,0.715322699488104
79,944.8184718398323,469.7373760197081,23.06157248399373,3.235670876037918,473.27317307215833,63.495033299831,119.73001538667262,15.864094759152001,0.7911473239885486
80,947.1286360112872,471.81718791555977,21.292071711512133,6.937117296164173,470.6377509923938,65.05172543394931,119.7470655935636,14.755443839198044,0.6839264461295196
81,947.4977154385668,473.2680896564485,26.001099570993354,3.1213502857000357,471.9768478392195,64.5808279860027,117.42920295629048,13.309226572062316,0.8466873519051993
82,943.112786255658,470.7410461128359,22.584857987226105,0.13635168468019687,473.2026793676938,59.66019446126886,119.22764970916397,13.677697617065414,0.813418917222548
83,943.4101324389064,473.21114299522753,28.560562224326176,5.111421664342398,472.8810842110644,63.48936268073016,115.8386940258498,10.866964351419833,0.6828555903033074
84,942.6460253726441,469.1019416648111,24.147735764147185,4.986060258868145,475.4687881075263,57.26382113281499,122.3225496865688,17.83265826437472,0.5274269073685582
85,948.9115237933961,473.70427319559946,26.868281234432065,9.22826783462957,474.23384124797144,69.80753804543032,122.20997220255637,17.683339302643674,0.40953602960253865
86,943.715022159808,470.56738193172083,26.478064711646525,2.125082545138425,465.36385228135833,65.35823763625326,113.04899704822373,15.112359943749588,0.5719327063410232
87,946.1191091486005,471.3222988978323,19.653567244787872,6.643721429977147,474.6146848500022,60.021884164188634,123.41763991539808,15.511310630946083,0.6011496757062416
88,948.0804500006044,472.5398408498024,24.63594047588279,1.8943384889952475,474.7743252739868,61.73175837997153,121.93724691089707,15.677392179151678,0.8773745543979485
89,947.0566887345175,477.3711652726186,24.130226533613648,6.073348896048099,474.90617891508623,62.360044463701286,122.51277412556747,15.155847408826295,0.8538825396952323
90,944.4050014950591,473.9867144185546,28.737213284064637,1.7498537834876036,475.17020539226957,61.901133158857064,119.04063765544404,13.83202248716854,0.8563970287926753
91,947.928138879165,476.393384827669,23.88261374270036,2.496356821055647,474.0572066774435,64.56579333933435,120.19737753883592,12.074556219682934,0.9449374267379119
92,949.5647349178356,472.71029388069286,30.373587833606237,2.0845866482417783,470.9980390733145,72.86811350387053,116.02192864924083,14.06545918214324,0.31731768500471585
93,946.3695890712604,469.8697289575868,29.513155447270755,1.3305180575062263,473.41615326121826,70.06639526992001,118.07032862591034,18.11471333677071,0.517006066547795
94,946.0206588353228,471.41078518835434,22.735634928796035,5.925699069236472,475.36898968646574,67.03165468976681,121.82862061135188,16.053073072612854,0.6696427239626985
95,945.1949257780744,469.91926673603217,25.79498010044975,1.3584028721537944,470.2462738034552,66.06496391409864,116.08323785529956,10.844241353312626,0.6987897234127872
96,944.9012544987452,474.7854124263013,23.072438878071175,1.769858583516532,468.78228446434645,61.5910094667716,116.95160577114433,11.569834126985096,0.8664626566109279
97,947.1072194951664,471.892414883054,18.25369999151337,7.671608354402624,468.76416019997174,64.42261947836121,119.49030602654456,16.800457782314854,0.5722281029994347
98,947.4552750391708,465.7143791231127,23.03782661574734,3.524952939373599,472.2490645303931,68.35555616192282,119.02482842550822,19.617692049172724,0.4803345673254685
99,948.5953183436611,472.57374624552006,20.29680244053604,10.480804679179673,471.74198005069246,61.75293404134324,123.39844022835257,15.490083664811443,0.47800637452210165
100,946.7071950678843,478.67982194428936,24.249686916393593,10.115281035060885,477.8405530240391,59.431914127098544,126.04080646222994,16.445091229088966,0.4899955419890538
101,945.8236506646723,470.2893151536279,23.99942668018649,6.580216095560968,477.0884752097103,63.63705734009138,123.26125554198437,19.60521876435538,0.6038478880751833
102,944.3348279334145,470.67482040576886,28.964765481354497,0.9624558591471599,472.97216498231705,66.33407452471526,117.03760071568878,16.525552230019915,0.724154319425346
103,945.8145163060748,472.70201988559097,23.35540218955985,2.4602249681453454,473.8218372008119,61.2112168498159,120.76299407472415,15.919757832071312,0.8796682125397965
104,944.1936357341126,471.4483580581233,25.699523639460867,6.240616010032002,474.5923385660278,61.012987299164166,121.45334964566162,15.374082928980785,0.7050901866411807
105,947.2187456780715,473.0489257992245,31.863841768336858,3.6551278495457824,474.4349801566902,70.09604845814529,116.88574047613419,15.977011900486453,0.4592912149875966
106,943.8204972301204,474.6992387617649,23.480485646710406,6.180073459653661,471.33708899486,62.442067271273785,118.94889148370379,14.711966582508602,0.8143302609321942
107,945.5131749251007,473.3115488093803,18.834352714579072,1.1876050059370558,473.91951317711494,60.096382184901245,121.51014007047242,12.580526463182675,0.810791213002129
108,948.1178901948788,470.2411382494813,21.58405839297851,5.524442454755312,473.28939133605496,64.38471605594721,121.61236659334847,17.24605425380192,0.70215377394247
109,948.9503116950638,472.68528987919785,23.355971573575562,4.207876441784932,467.1070285767473,63.73954820919692,117.99391855098062,14.147265716093367,0.7742375748562932
110,943.7155380186013,471.25019259733835,21.193627046160355,0.9866240468262242,474.5150819801542,62.18411512409133,119.44437129362112,14.303552408022895,0.8553573061727876
111,946.772396643677,472.54522869550726,25.603497486672584,4.35918012902922,475.42280885797317,65.69307861709353,121.63384113133671,17.785497205042443,0.7773382383648353
112,947.0069235291872,471.37748413941296,26.236734274519186,0.4153807025823686,474.0674996163813,65.45538929976475,119.48072842430805,14.548219810820596,0.8532642429545265
113,945.1349234829084,476.8518889725681,19.825614120561657,4.816276993546677,473.88519333679443,58.787167411264704,122.05826020776493,14.268571070482515,0.7799334850687606
114,944.7219650848858,471.1056493451194,19.919562629627162,6.177042382072612,470.6146405905465,60.44957766007405,119.73627760198679,14.408741217590036,0.6564932241003136
115,945.0294079597942,472.10027765865095,23.67868564330222,0.6325603854407196,474.7589358175973,60.296654974003886,120.9323501038082,15.060692256830723,0.8715037971920643
116,944.4770425043663,476.87272581575655,21.89708864212529,3.366845101686363,475.17893630919014,56.197396772160296,122.67788662696316,13.469277603291218,0.7091143147889608
117,945.7974978742654,472.6543700993533,22.21522611152349,8.871695771157455,474.6380635990974,64.9476007793669,122.75404159467644,16.112564268918263,0.6064506458932122
118,946.027644881333,473.19015088735915,23.236543611282492,1.8366382261207166,471.3204729261164,61.83974062555129,118.88882551775167,13.30172524674646,0.9007655032286125
119,948.0369640776855,474.81370379375136,25.85233967963694,2.8405224136551412,470.9849076551543,64.9286839044548,118.5784224748347,13.20208295828883,0.8881454210082763
120,947.2319864266165,473.8668193594858,20.25048063994268,4.197661057150496,471.1918227595607,62.41751679571542,120.34000343605435,13.726219311557728,0.8336405729347427
121,948.0322120197426,474.1539204669427,29.464332121063578,0.05645168949612778,470.9675131474505,70.46864693965145,116.12476769516286,12.330941673849303,0.5840177130299792
122,946.2079741928133,469.68953006133313,25.29126104509,6.353436262403628,471.6094020970443,64.16339304472207,119.55074239510922,14.38965258015176,0.6726967038883139
123,945.3347852469425,474.8232522838919,26.089019394702362,3.7513355078147983,473.9732729853992,57.75841237173051,121.6445627468249,14.713251264116344,0.7645859865097508
124,946.76356126537,474.97288249903784,26.53397956076594,11.57000759828229,475.2330226253731,63.13498561744089,123.9706696964203,18.01589805861349,0.4553516283476494
125,945.9821239580492,474.2483332006939,27.308722135160572,0.6247494522813808,474.36789033522774,62.04217841180471,119.84172905260257,14.070941573347202,0.9229101924699095
126,945.62624097773,475.92860585976297,22.967404895841494,0.03430238951105746,474.6044830252417,64.52949298872153,119.53819946537874,13.246195641389413,0.9846292499769559
127,945.5818080075345,471.3333768054337,27.45786543185839,0.9525915277269359,473.8138524401209,65.2242965043705,118.88522893791561,15.434336433202006,0.829676647860976
128,945.5383774414728,474.86515709812556,20.060319714896593,5.2052416638017025,474.775013877149,56.24290081707378,123.59827336075126,17.030378366515823,0.5785315665979158
129,944.4916384150389,466.9615732209046,25.953173692840917,2.9116416235002087,475.0696283680211,65.91848647145605,119.80534553099082,18.045652877850486,0.6375741551659324
130,944.4481962260996,473.61558576631074,20.8138186558344,0.7468837537113049,474.0632770380991,59.45552545174458,120.26024349555682,12.293221624663559,0.8493833980072478
131,944.779684493748,471.47697866809784,24.805450140634218,3.012613214776584,472.56108567363185,66.29738953808545,118.35682345684035,14.811006264634678,0.7989679523959251
132,946.6399971605099,473.45698390133356,24.87340790624484,7.594109460938784,472.94318430480473,67.71839897993536,120.69841521864646,16.65338469017297,0.640410770745134
133,944.3713295981524,471.7472748067979,23.852619910771473,5.354780124550455,474.18644399455525,64.30425778792144,120.23622830772895,16.014670443847873,0.7769217686929178
134,948.3489554214761,472.37604775375326,29.19819907974612,0.04937099171124215,469.32851372390013,68.72014183794177,116.0894988862558,12.799861487345114,0.6355618238023555
135,944.3696780792251,468.9892240205072,14.040647358238026,11.84167834133284,472.36995531204434,59.003793486353004,123.33092400425316,15.20619596956314,0.0
136,947.4144416621973,472.19765939539246,24.648297048615763,1.707341278808499,473.4679940054255,65.45823667526575,119.95313286382212,16.276697290157934,0.8715435833032544
137,947.0606244446476,475.24394420966655,28.17555873913186,1.9563491502180732,472.4727753579802,66.58440457596822,118.36540928060784,14.061498055628277,0.851583141111581
138,945.2585864627033,472.3326550062846,21.64428680653704,0.4947953632703612,471.6831864912389,59.87433391752443,119.25992153772346,12.226493310107099,0.8404469404282651
139,943.9601047583511,471.0430193111375,27.549805480542208,3.7735056537264295,475.7222711614348,63.14266297271361,118.47676917725964,15.804758841084892,0.7614702183112344
140,944.7436966649933,475.1296881157079,23.004149134117892,6.203305417201197,473.5040311189624,59.4692008457326,121.5872714775234,15.443372906006042,0.7671990477905568
141,947.5397360038609,475.4342562384845,23.960535953457523,4.871870431468438,471.3886411965138,62.548803624513916,120.20795764125631,16.356706601447932,0.8825180781275793
142,945.9006974830345,473.5826242383279,30.743647662482314,0.4840279988214471,477.24447278581016,61.83355750708807,121.68165442549117,15.730915276359985,0.7798526992209073
143,946.7730835963145,469.63371509507186,21.39238719864816,1.734022057567672,467.7885064808423,65.64545243605424,115.24630040593054,12.904662951554998,0.6639478466745331
144,945.9344436321734,475.0119249081275,21.49343596448875,3.8463644472244534,470.5635633948178,60.426405547003164,119.23958871511027,12.758559946389271,0.8464753932928828
145,945.9791200864287,473.24610482579936,27.69701227083213,2.7689983146755544,473.031601718884,65.3839152575699,118.89470105241594,16.266900144286886,0.8364353850265258
146,947.2715546485421,472.7087792850504,26.792127168488914,2.0966053402592233,470.6021081717842,64.96020462554308,118.12655556903071,14.742703477836002,0.8467273049689223
147,945.8099640976866,471.55347601311723,21.378080303702305,5.817078036875312,471.6787812702346,62.72139927877579,120.22668847759748,16.151466372427524,0.7443562294655227
148,947.8827010299069,474.5254036214344,26.881924006526443,2.493034374459048,472.89218489101114,62.64878015680936,120.19137587988462,12.39749789755247,0.8971108966308192
149,947.9810602655062,476.3243438130132,24.081366025750885,0.10205636594967205,476.52385171706544,58.44221119496683,123.05290257874258,15.11205934705307,0.867129083044679
150,945.8382303526446,469.0559804633727,31.087376481898822,1.1533068615057207,472.81901650078754,69.10894285078925,116.54420232772708,16.621630378028062,0.4790993906305353
151,948.0160179075118,473.590550849393,25.033643421087152,1.363155900725468,471.01400328152255,60.61608460532758,119.43974602295042,15.175705048577345,0.8994047725517004
152,945.5568169284855,476.2946523356106,23.60500803882338,1.4039420203116932,473.9418503639915,59.135154242090536,120.6626104808344,13.16489938727936,0.9161923057266151
153,944.4302270717521,472.029430048681,24.686273989711278,3.696976909878188,474.9717156617288,65.39557897812362,120.5765067773191,16.374132898753086,0.8161878167677175
154,946.6428298688774,474.202406919722,16.289063492933426,3.0387139517195596,469.95532907714,57.23422058628866,120.71753296084552,12.927492977606217,0.5910720091374886
155,946.8905943889669,471.4563573412813,22.499200422369857,1.5991508246079125,470.855473116771,61.45408099299722,118.09677294754893,12.30765582551129,0.8318211660375014
156,943.5714137790354,473.83005198279994,25.009966077530205,7.924825572834959,474.20072842696305,60.702251493021215,121.29060194277146,15.635365527637283,0.690905370605287
157,947.7781823503212,475.1658864711135,19.160059050321387,5.465672538638325,470.4144043623735,62.942015324113875,120.19317033231381,13.027496165425005,0.7869429821861026
158,946.4590321320073,475.6214152898148,25.859246465248262,2.628890348465661,475.5647657427489,59.843013162467,121.07807553804629,11.92932172508284,0.8630818990411074
159,945.7561557646146,472.7597230873384,23.91868272197253,2.898938603768936,470.0205696757739,59.497808767488046,118.84063064860686,12.888019588010744,0.8028229753747425
160,942.7640360899206,471.4403434310222,26.894811918724535,1.5992331155986808,475.4735617140071,59.360162642628005,119.28110561562862,13.875969837719603,0.7706443423030611
161,943.8410219193265,473.347544080034,17.72213255658731,5.4259737010149856,474.8424941616599,54.99318345175524,123.40780729103975,14.80891600819365,0.39884941908322125
162,947.1252536472824,471.736208951863,26.57243549822969,3.8528889170290146,475.52726713153316,71.29214252149738,120.24009912128297,17.323767094202925,0.5096644059641048
163,945.0727041914932,475.40666311652393,27.15688461539614,0.01601488845894483,472.3929467901079,63.91991474673382,117.70415941230782,15.769870171606781,0.9488098841399424
164,945.5326224568014,473.1876538228558,22.209406977647063,6.149142331727993,476.48464983623177,59.47956633398651,123.7802613786716,16.162577004857877,0.6709514183268157
165,947.4258923262336,473.2032382456477,17.274393909026756,3.7213758839611595,471.07705017600176,59.187243251759384,121.52776126910997,13.09350343198502,0.676001404929888
166,947.4374200028792,471.473792165146,21.27204805041357,5.681923102709695,470.5193251405994,64.65547608033299,119.57740543462387,16.402067586733736,0.7298204679895884
167,944.5692796817721,468.2182782701017,26.502438428393713,5.781196618100216,469.66833562555496,66.31582163238342,116.88835797626099,16.460753059316673,0.5482320775959125
168,945.8485284667623,478.29309975926935,22.590717083068963,8.320999486497225,477.59016169671753,61.284816912359666,124.93571252856017,14.373687099651578,0.6670100738121538
169,945.5059278884664,471.9084932316578,19.807687852598683,5.273972565000631,473.6569188650582,57.86005904633478,122.21215523893254,15.69693034142657,0.6166589041389648
170,945.3692957797007,468.87511990433467,26.15338624082991,4.558992632323752,469.5397711983792,70.64883833873168,115.86930347101823,16.45766415868494,0.39700305849494566
171,946.2439713123711,475.35984005555844,22.094428064037512,4.439000132932787,473.0448055914187,60.176228264081644,121.13309303993518,15.260529883345892,0.8582470554606475
172,948.1183200088891,468.78290922060785,21.09621098193668,8.108649871440576,471.2291262481795,66.75517262969103,120.79267001625476,17.500282436190094,0.4815528363595888
173,946.1338562752354,471.4111857621529,23.248270189292327,5.4597834682715485,471.72844417277327,67.48442926889041,119.06441325921237,15.102856374532124,0.6881293714017772
174,947.3802315193589,469.86826445595693,23.19227334649114,3.2245282164109517,472.73503825540206,63.34368452995394,120.48360634405982,15.49723880693355,0.7974448432588517
175,946.1589171642701,472.38847283359786,26.731228424743826,5.371167702700186,471.72746050800515,70.09575658225134,117.9338366004413,16.309426905178803,0.5558377234288592
176,947.644129533106,467.3252896039532,15.756295591263084,9.581710347913186,468.463265420283,65.29480188790605,120.33785595805338,16.462870352262026,0.21689499208153018
177,945.8242030004541,471.4603076394728,24.177611952129528,0.6687417647237597,473.0650719707731,63.12747265901121,119.46251555455208,14.641260175029462,0.8947868358895834
178,946.1678578895626,469.7315481541756,22.964312070919313,3.0253473756793796,472.54642034476893,62.51241790946004,120.05413919461557,15.85304228769103,0.7958246205403147
179,947.570347311126,471.7048937869089,30.82108783054776,0.2742230879805678,469.1314963164085,72.04115225437889,114.63971108483817,15.821218689243365,0.3237200835676379
180,945.3386251913996,470.0102252912445,23.61004304210102,2.0974925926872383,469.3229099578843,65.18045996947748,116.52271736978355,15.643536134108613,0.756130174952619
181,945.8096856620173,469.0839373984182,23.679087029092205,0.44131377458357424,471.55410644861735,65.33894886317698,117.63466193854983,14.840918085901386,0.7847706264475706
182,944.3036716557131,471.5955596006201,18.20486267326017,2.3746754250761013,470.13765157796,59.70103893339043,118.89549945227851,13.075887908107061,0.708590056211914
183,943.2875129354446,478.5066111793674,19.79802695455565,9.57247786457226,477.76769916615547,56.87397477581886,125.23720934837716,13.999401568601618,0.38992355146635627
